,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,中文名,英文名
551,英国亚细亚火油公司旧址,0,0.0,,,118.076,24.4493,1,0.0,https://img1.qunarzz.com/travel/d9/1807/a0/56175af34380dcb5.jpg_r_480x360x95_3855c65c.jpg,英国亚细亚火油公司旧址,
552,杏林市民广场Xinglinshimin Square,0,94.0,,,118.052,24.5578,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f91087ce11c1b9cf1fe3af099caa25a7.jpg_r_480x360x95_9fb4015f.jpg,杏林市民广场,XinglinshiminSquare
553,厦门机场-园林广场Xiamen Jichang-Yuanlin Square,0,94.0,,,118.139365,24.53904,23,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/cf637e10-131b-4612-889a-2bbaefacbb04.jpg_480x360_632d53d0.jpg_480x360_5e6846e6.jpg,厦门机场园林广场,XiamenJichangYuanlinSquare
554,益城教会Yicheng Church,0,0.0,,,118.117,24.4752,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,益城教会,YichengChurch
555,金领广场Jinling Square,0,0.0,,,118.118,24.4816,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,金领广场,JinlingSquare
556,厦门火车站-北广场,0,0.0,,,118.122,24.4746,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门火车站北广场,
557,七星音乐岛Seven-Star Music Island,0,0.0,,,118.039,24.4655,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,七星音乐岛,SevenStarMusicIsland
558,杏林杏西广场Xinglinxingxi Square,0,0.0,,,118.037,24.5711,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,杏林杏西广场,XinglinxingxiSquare
559,水晶森林二期,0,0.0,,,118.161,24.5206,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,水晶森林二期,
560,古楼广场Gulou Square,0,0.0,,,118.17793,24.474165,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/fc42abda-271c-487d-935b-b5cfe2a5229c.jpg_480x360_ddefb2cd.jpg_480x360_a6d8feb9.jpg,古楼广场,GulouSquare
561,湖畔广场Hupan Square,0,0.0,,,118.089,24.4837,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,湖畔广场,HupanSquare
562,首开领翔国际二期-首开花郡,0,0.0,,,118.248,24.6092,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,首开领翔国际二期首开花郡,
563,停车场山游乐园西南,0,0.0,,,118.112,24.5116,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,停车场山游乐园西南,
564,水晶森林一期,0,0.0,,,118.163,24.5203,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,水晶森林一期,
565,芸溪廉政文化园Yunxi Clean Government Culture Park,0,0.0,,,118.141,24.7343,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,芸溪廉政文化园,YunxiCleanGovernmentCulturePark
566,安全文化广场Anquan Culture Square,0,0.0,,,118.252,24.6191,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,安全文化广场,AnquanCultureSquare
567,幸福广场Xingfu Square,0,0.0,,,118.194,24.5124,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,幸福广场,XingfuSquare
568,人口文化园Population Cultural Park,0,0.0,,,117.943,24.5702,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,人口文化园,PopulationCulturalPark
569,厦门火车站-小广场,0,0.0,,,118.122,24.4755,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门火车站小广场,
570,顶溪头村文化园Dingxitou Village Cultural Park,0,0.0,,,118.179,24.726,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,顶溪头村文化园,DingxitouVillageCulturalPark
571,闽王广场Minwang Square,0,0.0,,,118.249,24.7957,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,闽王广场,MinwangSquare
572,孔子广场Kongzi Square,0,0.0,,,118.073,24.6216,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,孔子广场,KongziSquare
573,旋律广场Xuanlv Square,0,0.0,,,118.071,24.4479,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,旋律广场,XuanlvSquare
574,霞梧广场Xiawu Square,0,0.0,,,118.111266,24.600526,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,霞梧广场,XiawuSquare
575,"厦门·集美法治文化苑Jimei Legal Culture Garden, Xiamen",0,96.0,,,118.052,24.5589,2,0.0,https://flight-feed.qunarzz.com/as3/288/image/poi_vishnu/a2a1dd14-e45e-4077-8bc2-601fd27b42f5.jpg_480x360_6b0096bf.jpg_480x360_c31d27a0.jpg,厦门集美法治文化苑,JimeiLegalCultureGardenXiamen
576,曾营社区月美文化广场Cengying Shequ Yuemei Culture Square,0,0.0,,,118.052,24.5639,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,曾营社区月美文化广场,CengyingShequYuemeiCultureSquare
577,风情广场Fengqing Square,0,0.0,,,118.343,24.5689,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,风情广场,FengqingSquare
578,法治文化苑Rule of Law Culture Garden,0,0.0,,,118.195,24.5125,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,法治文化苑,RuleofLawCultureGarden
579,咖啡公园(湖明店)Coffee Park (Huming Branch),0,0.0,,,118.123,24.4892,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,咖啡公园湖明店,CoffeeParkHumingBranch
580,奥永城市休闲广场停车场(入口),0,0.0,,,118.117,24.4938,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,奥永城市休闲广场停车场入口,
581,南门妈祖庙Nanmen Mazu Temple,0,0.0,,,118.1619118206,24.7352150048,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/b6e23396-befb-47af-b2b7-6b5020600648.jpg_480x360_4cdf35a0.jpg_480x360_5c948695.jpg,南门妈祖庙,NanmenMazuTemple
582,定琳院,0,0.0,,,118.018392,24.707624,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,定琳院,
583,西山郊野公园Xishanjiaoye Park,0,0.0,,,118.100493,24.715584,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,西山郊野公园,XishanjiaoyePark
584,铜钵岩寺Tongboyan Temple,0,0.0,,,118.099,24.7808,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,铜钵岩寺,TongboyanTemple
585,龙虎宫Dragon and Tiger Palace,0,0.0,,,118.165,24.7288,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,龙虎宫,DragonandTigerPalace
586,地震公园(同安)Dizhen Park (tong'an),0,0.0,,,118.190038,24.785096,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,地震公园同安,DizhenParktongan
587,渡桥公园Duqiao Park,0,0.0,,,118.254,24.6668,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,渡桥公园,DuqiaoPark
588,华侨大学-校史馆,0,0.0,,,118.091,24.6104,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,华侨大学校史馆,
589,如醉初醒,0,0.0,,,118.101,24.5862,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,如醉初醒,
590,张氏宗祠Ancestral Hall of Family Zhang,0,100.0,,,118.115,24.6096,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/cddf0803fb9d52447e3c5addbb28d12f.jpg_r_480x360x95_a6bee2f6.jpg,张氏宗祠,AncestralHallofFamilyZhang
591,福星宫Fuxing Palace,0,0.0,,,118.123,24.6092,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,福星宫,FuxingPalace
592,名松生态园Mingsong Ecological Park,0,0.0,,,118.282,24.6134,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,名松生态园,MingsongEcologicalPark
593,白头公园Baitou Park,0,0.0,,,118.3235169818,24.5963109778,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,白头公园,BaitouPark
594,211工程院校展示厅-天津大学211 Gongcheng Yuanxiao Zhanshiting-Tianjin University,0,0.0,,,118.073,24.5909,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,工程院校展示厅天津大学,GongchengYuanxiaoZhanshitingTianjinUniversity
595,颐和殿Yihe Palace,0,0.0,,,118.079,24.5851,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,颐和殿,YihePalace
596,林氏祠堂Linshi Ancestral Hall,0,0.0,,,118.059,24.5796,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/10dacf0f5cb64947226283be7ac548e2.jpg_r_480x360x95_2f39f519.jpg,林氏祠堂,LinshiAncestralHall
597,锦园教堂Jinyuan Church,0,0.0,,,118.032,24.596,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,锦园教堂,JinyuanChurch
598,三富翁庙Temple of Three Rich Men,0,0.0,,,118.199,24.5305,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,三富翁庙,TempleofThreeRichMen
599,游乐设施店,0,0.0,,,118.183,24.5112,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,游乐设施店,
600,金汤宫,0,100.0,,,118.179211,24.516817,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/fbd18735-5b9d-46d9-9054-50bc394280a6.jpg_480x360_580e2209.jpg_480x360_968f75f3.jpg,金汤宫,
601,九朝汇宝美术馆Dynasty Treasure,0,0.0,,,118.1769296282,24.5354889417,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d05571f1-2457-4998-9fab-2bf82cc2591a.jpg_480x360_8f3cbeaa.jpg_480x360_bfefa4f0.jpg,九朝汇宝美术馆,DynastyTreasure
602,瑞云宫Ruiyun Palace,0,0.0,,,118.205,24.5204,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,瑞云宫,RuiyunPalace
603,华侨大学华文学院-校史馆,0,86.0,,,118.103,24.5718,3,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/c47f331c-19a3-4706-ad01-c45f7ca610de.jpg_480x360_5848caac.jpg_480x360_54ea08d8.jpg,华侨大学华文学院校史馆,
604,龙海宫Longhai Palace,0,0.0,,,118.3561387868,24.5658688711,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,龙海宫,LonghaiPalace
605,友唱,0,0.0,,,118.167,24.4807,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,友唱,
606,智趣儿童乐园,0,0.0,,,118.037,24.572,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,智趣儿童乐园,
607,关帝庙Emperor Guan Temple,0,86.0,,,118.058,24.5676,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,关帝庙,EmperorGuanTemple
608,路达厨艺文化艺术博物馆Ludachuyi Culture Art Museum,0,90.0,,,118.051,24.5578,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/7a274b02427e2e7eaa69cbedace51336.jpg_r_480x360x95_6500ec6b.jpg,路达厨艺文化艺术博物馆,LudachuyiCultureArtMuseum
609,林后青龙宫Linhou Qinglong Palace,0,0.0,,,118.14546,24.532487,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,林后青龙宫,LinhouQinglongPalace
610,福隆体育公园Fulongtiyu Park,0,0.0,,,118.1,24.5091,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/87494deb-b8ba-412d-8fb1-dbb6e6c818a4.jpg_480x360_0eac64d1.jpg_480x360_ebac11b8.jpg,福隆体育公园,FulongtiyuPark
611,寒江雪博物馆Hanjiangxue Museum,0,0.0,,,118.092509,24.498327,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,寒江雪博物馆,HanjiangxueMuseum
612,至善大礼堂Supreme Good Hall,0,0.0,,,118.094,24.5006,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,至善大礼堂,SupremeGoodHall
613,六一物语,0,0.0,,,118.165,24.4831,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,六一物语,
614,中华将军纪念馆Zhonghuajiangjun Memorial Hall,0,0.0,,,118.146,24.4701,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,中华将军纪念馆,ZhonghuajiangjunMemorialHall
615,皇隅头圣殿Huangyutou Imperial Palace,0,0.0,,,118.2048601663,24.4994819465,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,皇隅头圣殿,HuangyutouImperialPalace
616,广福寺Guangfu Temple,0,80.0,,,118.1373882598,24.5001207516,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f0424d6d6c0971590c9584a757c85395.jpg_r_480x360x95_6fe92635.jpg,广福寺,GuangfuTemple
617,陈第·沈有容题名石刻Stone Inscription with Chen Di & Shen yourong’s Headings,0,0.0,,,118.103,24.4483,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,陈第沈有容题名石刻,StoneInscriptionwithChenDiShenyourongsHeadings
618,友唱,0,0.0,,,118.12,24.4749,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,友唱,
619,法师楼,0,0.0,,,118.103,24.4472,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,法师楼,
620,厦门人防科普长廊Xiamen Civil Air Defense Science Corridor,0,0.0,,,118.093,24.4558,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门人防科普长廊,XiamenCivilAirDefenseScienceCorridor
621,阮旻锡夕阳寮隐居处遗址Ruanminxi Xiyangliao Yinjuchu Ruins,0,0.0,,,118.0826589966,24.4582532184,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,阮旻锡夕阳寮隐居处遗址,RuanminxiXiyangliaoYinjuchuRuins
622,友唱,0,0.0,,,118.087,24.4594,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,友唱,
623,慈济北宫Ciji North Palace,0,0.0,,,118.0138799658,24.4737850584,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,慈济北宫,CijiNorthPalace
624,郑成功读书处Childhood Residence of Zheng Chenggong,0,0.0,,,118.108,24.4583,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/2707ccb1353689356685b12b8f389a89.jpg_r_480x360x95_f9730122.jpg,郑成功读书处,ChildhoodResidenceofZhengChenggong
625,厦港龙珠殿Xiagang Dragon Ball Palace (formerly known as Diaocao Palace),0,100.0,,,118.093937,24.444498,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/f16eed8b8e2397fb579f90827c5fc9a4.jpg_r_480x360x95_428c7350.jpg,厦港龙珠殿,XiagangDragonBallPalaceformerlyknownasDiaocaoPalace
626,植物园科普展馆Science Popularization Exhibition Hall of Botanical Garden,0,98.0,,,118.101964,24.457775,14,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/7af6f15d-b132-4418-857b-c18d08de4934.jpg_480x360_5d67030e.jpg_480x360_c47b4952.jpg,植物园科普展馆,SciencePopularizationExhibitionHallofBotanicalGarden
627,朝宗宫Chaozong Palace,0,80.0,,,118.0930839219,24.4467183661,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/3112b382-d3f0-4172-9c76-faafbee7294f.jpg_480x360_ade0eb00.jpg_480x360_6855afd5.jpg,朝宗宫,ChaozongPalace
628,陈金方故居Chenjinfang Former Residence,0,0.0,,,118.0681398644,24.4483049887,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,陈金方故居,ChenjinfangFormerResidence
629,闽台中医药博物馆Mintaizhongyiyao Museum,0,100.0,,,117.979,24.491,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a51b8f1ba996515437558a8da3d77002.jpg_r_480x360x95_976891d6.jpg,闽台中医药博物馆,MintaizhongyiyaoMuseum
630,厦门禅心书画院,0,0.0,,,118.07,24.4475,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门禅心书画院,
631,琇源科技3d艺术质感涂料(同安区总代理),0,0.0,,,118.145,24.7339,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,琇源科技艺术质感涂料同安区总代理,d
632,叶郡马墓Ye Junma Tomb,0,0.0,,,118.169,24.7343,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,叶郡马墓,YeJunmaTomb
633,兴贤宫行宫Gulangyu Xingxian Palace （East Gate）,0,100.0,,,118.081,24.4503,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/a4280a3038a2cb9d9a22be88982cc437.jpg_r_480x360x95_fd60b6c1.jpg,兴贤宫行宫,GulangyuXingxianPalaceEastGate
634,蔡献臣墓Cai Xianchen’s Tomb,0,0.0,,,118.168,24.7355,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,蔡献臣墓,CaiXianchensTomb
635,关帝庙Emperor Guan Temple,0,0.0,,,118.161,24.7363,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,关帝庙,EmperorGuanTemple
636,长兴庙Changxing Temple,0,0.0,,,118.115,24.6166,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,长兴庙,ChangxingTemple
637,北山公园Bei Mountain Park,0,0.0,,,118.091,24.6371,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,北山公园,BeiMountainPark
638,轮机Turbine,0,0.0,,,118.1072480439,24.5844495066,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,轮机,Turbine
639,鞋神遗址(埭头店)Xieshen Ruins (daitou),0,0.0,,,118.149,24.676,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,鞋神遗址埭头店,XieshenRuinsdaitou
640,仙帝庙Xiandi Temple,0,0.0,,,118.2561490092,24.6450210385,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,仙帝庙,XiandiTemple
641,敬礼,0,0.0,,,118.101,24.5864,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,敬礼,
642,大梦想5号,0,0.0,,,118.101,24.587,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,大梦想号,
643,小东山龙会宫Longhui Palace,0,0.0,,,118.135,24.5189,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,小东山龙会宫,LonghuiPalace
644,龙惠宫Longhui Palace,0,0.0,,,118.121,24.5205,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,龙惠宫,LonghuiPalace
645,后浦戏台Houpu Stage,0,0.0,,,118.121,24.5205,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,后浦戏台,HoupuStage
646,东山岩Dongshanyan Temple,0,0.0,,,118.113,24.5349,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东山岩,DongshanyanTemple
647,美女土楼·木雕博物馆Meinv Tulou·mudiao Museum,0,0.0,,,118.124115,24.515644,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,美女土楼木雕博物馆,MeinvTuloumudiaoMuseum
648,游乐设施,0,0.0,,,118.163,24.4911,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,游乐设施,
649,翻斗乐儿童乐园,0,0.0,,,118.041,24.563,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,翻斗乐儿童乐园,
650,亿儿乐儿童乐园,0,0.0,,,118.037,24.5711,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,亿儿乐儿童乐园,
651,厦门海沧玛瑙博物馆Xiamenhaicangmanao Museum,0,0.0,,,117.9416415604,24.5703308881,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门海沧玛瑙博物馆,XiamenhaicangmanaoMuseum
652,霞阳市民公园Xiayangshimin Park,0,0.0,,,118.027,24.538,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,霞阳市民公园,XiayangshiminPark
653,友唱,0,0.0,,,118.164,24.4909,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,友唱,
654,教体艺,0,0.0,,,118.189,24.4914,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,教体艺,
655,优贝盛,0,0.0,,,118.161,24.4797,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,优贝盛,
656,迷鹿公园Milu Park,0,0.0,,,118.166,24.4831,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,迷鹿公园,MiluPark
