,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名,属地
1101,1101,德昌街游乐场,0,0.0,,,114.179,22.3181,0,0.0,德昌街游乐场,,香港
1102,1102,庇利街Bailey Street,0,70.0,,,114.2009470399,22.3152547844,0,0.0,庇利街,BaileyStreet,香港
1103,1103,吉澳地质教育中心Ji'ao Dizhi Jiaoyu Center,0,0.0,,,114.3029902614,22.5507521611,0,0.0,吉澳地质教育中心,JiaoDizhiJiaoyuCenter,香港
1104,1104,安邦路休憩处On Pong Road Sitting-out Area,0,80.0,,,114.181,22.4551,0,0.0,安邦路休憩处,OnPongRoadSittingoutArea,香港
1105,1105,靠背垄道游乐场,0,0.0,,,114.197,22.3206,0,0.0,靠背垄道游乐场,,香港
1106,1106,发祥街西游乐场,0,0.0,,,114.163,22.3343,0,0.0,发祥街西游乐场,,香港
1107,1107,新和里游乐场,0,0.0,,,113.988,22.4053,0,0.0,新和里游乐场,,香港
1108,1108,衍庆街游乐场,0,0.0,,,114.207,22.3386,0,0.0,衍庆街游乐场,,香港
1109,1109,域多利道休憩处Victoria Road Sitting-out Area,0,40.0,,,114.1450192907,22.2633788457,1,0.0,域多利道休憩处,VictoriaRoadSittingoutArea,香港
1110,1110,汀角村儿童游乐场,0,0.0,,,114.231,22.4765,0,0.0,汀角村儿童游乐场,,香港
1111,1111,三号码头花园Sanhaomatou Garden,0,76.0,,,114.1690496562,22.2912342814,5,0.0,三号码头花园,SanhaomatouGarden,香港
1112,1112,黄竹街平安福音堂Wong Chuk Street Peace Evangelical Centre,0,0.0,,,114.183048635,22.3368096972,0,0.0,黄竹街平安福音堂,WongChukStreetPeaceEvangelicalCentre,香港
1113,1113,富达广场Fuda Square,0,0.0,,,114.04,22.4444,0,0.0,富达广场,FudaSquare,香港
1114,1114,上村公园Shangcun Park,0,0.0,,,114.1140611767,22.4352636726,0,0.0,上村公园,ShangcunPark,香港
1115,1115,青龙湾CengLungWaan,0,80.0,,,114.062,22.3645,1,0.0,青龙湾,CengLungWaan,香港
1116,1116,红石门水库Hongshimen Reservoir,0,0.0,,,114.301,22.5066,0,0.0,红石门水库,HongshimenReservoir,香港
1117,1117,东安街休憩花园Dong'anjie Xiuqi Garden,0,86.0,,,114.179,22.3174,2,0.0,东安街休憩花园,DonganjieXiuqiGarden,香港
1118,1118,大坑东村二号游乐场,0,0.0,,,114.183,22.3366,0,0.0,大坑东村二号游乐场,,香港
1119,1119,石硖尾街休憩花园West District of Shek Kip Mei Street Rest Garden,0,72.0,,,114.1754447561,22.3309462035,3,0.0,石硖尾街休憩花园,WestDistrictofShekKipMeiStreetRestGarden,香港
1120,1120,彩云道休憩处Choi Wan Road Sitting-Out Area,0,80.0,,,114.2251584911,22.330972432,2,0.0,彩云道休憩处,ChoiWanRoadSittingOutArea,香港
1121,1121,越秀广场Yuexiu Square,0,66.0,,,114.2070554301,22.3368041659,2,0.0,越秀广场,YuexiuSquare,香港
1122,1122,鸦兰街休憩处Arran Street Sitting-Out Area,0,60.0,,,114.1790182256,22.3259016154,3,0.0,鸦兰街休憩处,ArranStreetSittingOutArea,香港
1123,1123,振华道晨运径入口,0,60.0,,,114.234,22.3245,0,0.0,振华道晨运径入口,,香港
1124,1124,宝马山道游乐场,0,0.0,,,114.211,22.2875,0,0.0,宝马山道游乐场,,香港
1125,1125,青敬路花园Qingjinglu Garden,0,0.0,,,114.1191321489,22.3569423035,0,0.0,青敬路花园,QingjingluGarden,香港
1126,1126,晓明街游乐场,0,0.0,,,114.243,22.3193,0,0.0,晓明街游乐场,,香港
1127,1127,新運路休憩處San Wan Road Sitting-out Area,0,60.0,,,114.1478256142,22.4987119926,1,0.0,新運路休憩處,SanWanRoadSittingoutArea,香港
1128,1128,吉席街花园Catchick Street Garden,0,80.0,,,114.1379845962,22.2869770151,1,0.0,吉席街花园,CatchickStreetGarden,香港
1129,1129,洪德路休憩处,0,0.0,,,114.0097534543,22.4370089379,0,0.0,洪德路休憩处,,香港
1130,1130,天后宫风水广场Tianhou Gongfengshui Square,0,0.0,,,114.1780124051,22.4569938277,0,0.0,天后宫风水广场,TianhouGongfengshuiSquare,香港
1131,1131,新填地街休憩公园Xintiande Jie Xiuqi Park,0,80.0,,,114.18,22.3176,1,0.0,新填地街休憩公园,XintiandeJieXiuqiPark,香港
1132,1132,荃新天地露天园林广场Quan Xintiandi Lutian Yuanlin Square,0,82.0,,,114.125,22.373,9,0.0,荃新天地露天园林广场,QuanXintiandiLutianYuanlinSquare,香港
1133,1133,香港大会堂纪念花园City Hall Memorial Garden,0,80.0,,,114.1726145843,22.2855706303,0,0.0,香港大会堂纪念花园,CityHallMemorialGarden,香港
1134,1134,安睦街游乐场,0,0.0,,,114.216,22.3925,0,0.0,安睦街游乐场,,香港
1135,1135,彩荣路公园Caironglu Park,0,0.0,,,114.230668,22.330683,0,0.0,彩荣路公园,CairongluPark,香港
1136,1136,"西环基督教会－尖沙咀分堂Tsim Sha Tsui Branch, Sai Wan Christian Church",0,0.0,,,114.1860863683,22.3028264998,0,0.0,西环基督教会尖沙咀分堂,TsimShaTsuiBranchSaiWanChristianChurch,香港
1137,1137,基督教复临安息日会山景青少年中心Jidu Jiao Fulin Anxirihui Shan Jing Qingshaonian Center,0,0.0,,,113.976,22.3994,0,0.0,基督教复临安息日会山景青少年中心,JiduJiaoFulinAnxirihuiShanJingQingshaonianCenter,香港
1138,1138,柳樹街球場Willow Street Court,0,0.0,,,114.1747796759,22.3274605791,0,0.0,柳樹街球場,WillowStreetCourt,香港
1139,1139,工厂街游乐场,0,0.0,,,114.241,22.2803,0,0.0,工厂街游乐场,,香港
1140,1140,恒錦街公園Hengjin Street Park,0,60.0,,,114.2390136872,22.4211095194,0,0.0,恒錦街公園,HengjinStreetPark,香港
1141,1141,荃富街花园Quanfu Street Garden,0,0.0,,,114.1331331618,22.3724834484,0,0.0,荃富街花园,QuanfuStreetGarden,香港
1142,1142,大埔道休憩花园Dabudao Xiuqi Garden,0,80.0,,,114.1744291206,22.3366134151,1,0.0,大埔道休憩花园,DabudaoXiuqiGarden,香港
1143,1143,义德道游乐场,0,0.0,,,114.189,22.3455,0,0.0,义德道游乐场,,香港
1144,1144,康福台休憩花园Comfort Terrace Rest Garden,0,0.0,,,114.2046906424,22.2898377324,0,0.0,康福台休憩花园,ComfortTerraceRestGarden,香港
1145,1145,律伦街儿童游乐场,0,0.0,,,114.19,22.3365,0,0.0,律伦街儿童游乐场,,香港
1146,1146,新运路花园Xinyunlu Garden,0,70.0,,,114.1413650253,22.5040078636,1,0.0,新运路花园,XinyunluGarden,香港
1147,1147,大潭港的一对无字石碑A Pair of Wordless Tablets at Tai Tam Harbour,0,0.0,,,114.241234,22.235317,0,0.0,大潭港的一对无字石碑,APairofWordlessTabletsatTaiTamHarbour,香港
1148,1148,海美灣訊號燈塔Hoi Mei Wan Signal Lighthouse,0,60.0,,,114.0845922462,22.3690528851,1,0.0,海美灣訊號燈塔,HoiMeiWanSignalLighthouse,香港
1149,1149,大明里广场Tai Ming Lane Square,0,86.0,,,114.1787990241,22.4503112806,1,0.0,大明里广场,TaiMingLaneSquare,香港
1150,1150,赤柱广场-天幕广场Stanley Plaza Square,0,80.0,,,114.2212326912,22.2220668164,6,0.0,赤柱广场天幕广场,StanleyPlazaSquare,香港
1151,1151,吉祥街花园Kat Cheung Street Garden,0,40.0,,,114.143212,22.499911,1,0.0,吉祥街花园,KatCheungStreetGarden,香港
1152,1152,慧翠道社区园圃Wai Tsui Crescent Community Garden,0,80.0,,,114.2087928631,22.2883598137,0,0.0,慧翠道社区园圃,WaiTsuiCrescentCommunityGarden,香港
1153,1153,露明道花园Lumingdao Garden,0,0.0,,,114.1967248643,22.3291904755,0,0.0,露明道花园,LumingdaoGarden,香港
1154,1154,丰安街儿童游乐场,0,0.0,,,113.984,22.3886,0,0.0,丰安街儿童游乐场,,香港
1155,1155,大环道游乐场,0,0.0,,,114.2,22.3107,0,0.0,大环道游乐场,,香港
1156,1156,菲林明道公园Feilinmingdao Garden,0,84.0,,,114.1853063797,22.282011873,3,0.0,菲林明道公园,FeilinmingdaoGarden,香港
1157,1157,兴华街游乐场,0,0.0,,,114.166,22.3413,0,0.0,兴华街游乐场,,香港
1158,1158,香港公园温室Hong Kong Zoological and Botanical Garden Green House,0,86.0,,,114.1675604798,22.279861553,7,0.0,香港公园温室,HongKongZoologicalandBotanicalGardenGreenHouse,香港
1159,1159,田厦路游乐场,0,0.0,,,114.004,22.4345,0,0.0,田厦路游乐场,,香港
1160,1160,众坊街Public Square Street,0,88.0,,,114.1814599802,22.3130026909,4,0.0,众坊街,PublicSquareStreet,香港
1161,1161,路德会爱心堂Loving Heart Lutheran Church,0,0.0,,,114.2172291827,22.3953424845,0,0.0,路德会爱心堂,LovingHeartLutheranChurch,香港
1162,1162,"吉澳三圣宫San Sheng Keong, Kat O Island",0,40.0,,,114.3014738176,22.5537725582,0,0.0,吉澳三圣宫,SanShengKeongKatOIsland,香港
1163,1163,盛芳街休憩公园Shing Fong Street Rest Garden,0,0.0,,,114.1387954291,22.3635372019,0,0.0,盛芳街休憩公园,ShingFongStreetRestGarden,香港
1164,1164,牛津道游乐场,0,0.0,,,114.192,22.3313,0,0.0,牛津道游乐场,,香港
1165,1165,崇龄街游乐场,0,0.0,,,114.208,22.3387,0,0.0,崇龄街游乐场,,香港
1166,1166,涌美路临时游乐场 硬地球场,0,0.0,,,114.12,22.354,0,0.0,涌美路临时游乐场硬地球场,,香港
1167,1167,八鄉路牌坊公園Baxiang Lupaifang Park,0,0.0,,,114.0837184774,22.4254341454,0,0.0,八鄉路牌坊公園,BaxiangLupaifangPark,香港
1168,1168,佐敦道浸信会Jordan Road Baptist Church,0,0.0,,,114.179,22.3101,0,0.0,佐敦道浸信会,JordanRoadBaptistChurch,香港
1169,1169,全安路花园Chuen on Road Park,0,0.0,,,114.184747517,22.4621039388,0,0.0,全安路花园,ChuenonRoadPark,香港
1170,1170,光辉围游乐场,0,0.0,,,114.145,22.3715,0,0.0,光辉围游乐场,,香港
1171,1171,科士街临时游乐场,0,0.0,,,114.139,22.2849,0,0.0,科士街临时游乐场,,香港
1172,1172,天晖路体育馆儿童游戏室,0,0.0,,,114.008,22.4683,0,0.0,天晖路体育馆儿童游戏室,,香港
1173,1173,南宁街休憩处Nanning Street Sitting-out Area,0,40.0,,,114.165,22.2511,1,0.0,南宁街休憩处,NanningStreetSittingoutArea,香港
1174,1174,罗屋民俗馆休憩花园Luowu Minsuguan Xiuqi Garden,0,82.0,,,114.2469018585,22.2676833492,3,0.0,罗屋民俗馆休憩花园,LuowuMinsuguanXiuqiGarden,香港
1175,1175,播道会同福九龙西堂EFCC Tongfu Kowloon West Church,0,0.0,,,114.1815013765,22.3273777927,0,0.0,播道会同福九龙西堂,EFCCTongfuKowloonWestChurch,香港
1176,1176,伟明街花园Weiming Street Garden,0,0.0,,,114.1515064633,22.4894937552,0,0.0,伟明街花园,WeimingStreetGarden,香港
1177,1177,樂富廣場Lefu Square,0,86.0,,,114.19872149,22.3412651288,1,0.0,樂富廣場,LefuSquare,香港
1178,1178,东何文田配水库游乐场,0,0.0,,,114.194,22.3158,0,0.0,东何文田配水库游乐场,,香港
1179,1179,宝云道情人石花园Bowen Road Lovers' Stone Garden,0,0.0,,,114.1880787858,22.2740501757,0,0.0,宝云道情人石花园,BowenRoadLoversStoneGarden,香港
1180,1180,大坑径休憩处Tai Hang Drive Sitting-out Area,0,80.0,,,114.205,22.2768,1,0.0,大坑径休憩处,TaiHangDriveSittingoutArea,香港
1181,1181,联发街休憩处Lun Fat Street Sitting-out Area,0,80.0,,,114.1820155074,22.2791959541,1,0.0,联发街休憩处,LunFatStreetSittingoutArea,香港
1182,1182,傅屋花园Fuwu Garden,0,0.0,,,114.1425787153,22.3764039791,0,0.0,傅屋花园,FuwuGarden,香港
1183,1183,白杨街儿童游乐场,0,0.0,,,114.179,22.3301,0,0.0,白杨街儿童游乐场,,香港
1184,1184,大窝口道南游乐场,0,0.0,,,114.136,22.3694,0,0.0,大窝口道南游乐场,,香港
1185,1185,新厦街游乐场,0,0.0,,,114.256,22.2678,0,0.0,新厦街游乐场,,香港
1186,1186,华富村弥撒中心Huafucun Misa Center,0,0.0,,,114.1459878574,22.2559036183,0,0.0,华富村弥撒中心,HuafucunMisaCenter,香港
1187,1187,汀角村儿童游乐场篮球场,0,0.0,,,114.231,22.4767,0,0.0,汀角村儿童游乐场篮球场,,香港
1188,1188,永康街休憩花园Yongkangjie Xiuqi Garden,0,0.0,,,114.163013803,22.3435267175,0,0.0,永康街休憩花园,YongkangjieXiuqiGarden,香港
1189,1189,旧山顶道休憩花园Old Peak Road Rest Garden,0,88.0,,,114.1613339978,22.2748425822,8,0.0,旧山顶道休憩花园,OldPeakRoadRestGarden,香港
1190,1190,西九文化区West Kowloon Cultural District,0,88.0,,,114.1674301296,22.303332937,3,0.0,西九文化区,WestKowloonCulturalDistrict,香港
1191,1191,小沥源草地滚球场,0,0.0,,,114.216,22.3917,0,0.0,小沥源草地滚球场,,香港
1192,1192,西高山茶園West High Mountain Tea Garden,0,74.0,,,114.1445635188,22.2769936534,1,0.0,西高山茶園,WestHighMountainTeaGarden,香港
1193,1193,景福街游乐场,0,0.0,,,114.211,22.3385,0,0.0,景福街游乐场,,香港
1194,1194,蓝湾广场Island Resort Mall,0,0.0,,,114.262154356,22.2696243163,0,0.0,蓝湾广场,IslandResortMall,香港
1195,1195,西宁街花园Xining Street Garden,0,76.0,,,114.1327983418,22.2851785778,2,0.0,西宁街花园,XiningStreetGarden,香港
1196,1196,新界神召会元朗堂N.t. Assembly of God Yuen Long Church,0,66.0,,,114.0436413933,22.4479700523,0,0.0,新界神召会元朗堂,NtAssemblyofGodYuenLongChurch,香港
1197,1197,咸美顿街休憩花园Xianmeidun Jie Xiuqi Garden,0,80.0,,,114.1810726204,22.3172104957,1,0.0,咸美顿街休憩花园,XianmeidunJieXiuqiGarden,香港
1198,1198,干德道配水库游乐场,0,0.0,,,114.163,22.2807,0,0.0,干德道配水库游乐场,,香港
1199,1199,石排街公园Shek Pai Street Park,0,80.0,,,114.1485898102,22.3673411218,0,0.0,石排街公园,ShekPaiStreetPark,香港
1200,1200,运头角游乐场,0,0.0,,,114.181,22.4488,0,0.0,运头角游乐场,,香港
1201,1201,康达径花园Kangdajing Garden,0,80.0,,,114.1907621947,22.3040803486,1,0.0,康达径花园,KangdajingGarden,香港
1202,1202,鸭脷洲海滨长廊Ap Lei Chau Waterfront Promenade,0,74.0,,,114.167,22.2481,5,0.0,鸭脷洲海滨长廊,ApLeiChauWaterfrontPromenade,香港
1203,1203,大角咀道/枫树街花园Dajiaojudao/pengshu Street Garden,0,0.0,,,114.1736818067,22.3262741458,0,0.0,大角咀道枫树街花园,DajiaojudaopengshuStreetGarden,香港
1204,1204,海安路游乐场,0,0.0,,,114.116,22.3766,0,0.0,海安路游乐场,,香港
1205,1205,忠孝街休憩处,0,0.0,,,114.193,22.3125,0,0.0,忠孝街休憩处,,香港
1206,1206,青鸿路游乐场,0,0.0,,,114.121,22.3466,0,0.0,青鸿路游乐场,,香港
1207,1207,沙咀道游乐场,0,0.0,,,114.125,22.3756,0,0.0,沙咀道游乐场,,香港
1208,1208,差馆上街休憩处Upper Station Street Sitting-out Area,0,80.0,,,114.1599671303,22.2882576572,1,0.0,差馆上街休憩处,UpperStationStreetSittingoutArea,香港
1209,1209,观塘道休憩处Kwun Tong Road Sitting-out Area,0,80.0,,,114.2265798615,22.3209205874,3,0.0,观塘道休憩处,KwunTongRoadSittingoutArea,香港
1210,1210,凤南路花园Fengnanlu Garden,0,0.0,,,114.1389959343,22.5113306098,0,0.0,凤南路花园,FengnanluGarden,香港
1211,1211,公主道儿童游乐场,0,0.0,,,114.189,22.3191,0,0.0,公主道儿童游乐场,,香港
1212,1212,扎山道晨运园Jat's Incline Morning Walkers Garden,0,0.0,,,114.23,22.3387,0,0.0,扎山道晨运园,JatsInclineMorningWalkersGarden,香港
1213,1213,梨貝街公園Libei Street Park,0,0.0,,,114.1505949753,22.3664314622,0,0.0,梨貝街公園,LibeiStreetPark,香港
1214,1214,葵盛游乐场,0,0.0,,,114.137,22.3651,0,0.0,葵盛游乐场,,香港
1215,1215,大澳文化工作室Tai O Cultural Studio,0,0.0,,,113.875,22.2571,0,0.0,大澳文化工作室,TaiOCulturalStudio,香港
1216,1216,打鼓岭道休憩花园Daguling Dao Xiuqi Garden,0,80.0,,,114.2031330844,22.3315197897,0,0.0,打鼓岭道休憩花园,DagulingDaoXiuqiGarden,香港
1217,1217,塘尾道/通州街休憩处Tong Mei Road / Tung Chau Street Sitting-out Area,0,84.0,,,114.1764391856,22.3255569708,4,0.0,塘尾道通州街休憩处,TongMeiRoadTungChauStreetSittingoutArea,香港
1218,1218,水车馆街游乐场,0,0.0,,,114.042,22.4483,0,0.0,水车馆街游乐场,,香港
1219,1219,香港圣公会太阳馆Sun Hall of Hong Kong Sheng Kung Hui,0,80.0,,,114.0697198752,22.352837018,0,0.0,香港圣公会太阳馆,SunHallofHongKongShengKungHui,香港
1220,1220,葵福路社区园圃Kwai Fuk Road Community Garden,0,0.0,,,114.1348379623,22.3620437884,0,0.0,葵福路社区园圃,KwaiFukRoadCommunityGarden,香港
1221,1221,根德道花园Gendedao Garden,0,88.0,,,114.1869508758,22.3418179686,2,0.0,根德道花园,GendedaoGarden,香港
1222,1222,亚皆老街游乐场,0,0.0,,,114.201,22.3293,0,0.0,亚皆老街游乐场,,香港
1223,1223,顺宁道平安福音堂Peace Evangelical Centre on Shun Ning Road,0,0.0,,,114.171,22.34,0,0.0,顺宁道平安福音堂,PeaceEvangelicalCentreonShunNingRoad,香港
1224,1224,單車徑,0,80.0,,,114.2155475624,22.4365473296,1,0.0,單車徑,,香港
1225,1225,山尾街游乐场,0,0.0,,,114.204,22.4005,0,0.0,山尾街游乐场,,香港
1226,1226,常和街休憩处Sheung Wo Street Sitting-out Area,0,0.0,,,114.1944049989,22.321821627,0,0.0,常和街休憩处,SheungWoStreetSittingoutArea,香港
1227,1227,埃华街休憩花园Ivy Street Rest Garden,0,72.0,,,114.1736968923,22.324530857,6,0.0,埃华街休憩花园,IvyStreetRestGarden,香港
1228,1228,怡盛里临时休憩处Yee Shing Lane Temporary Sitting-Out Area,0,86.0,,,114.2493787557,22.2675981828,0,0.0,怡盛里临时休憩处,YeeShingLaneTemporarySittingOutArea,香港
1229,1229,浙江街游乐场,0,0.0,,,114.199,22.3174,0,0.0,浙江街游乐场,,香港
1230,1230,马头围配水库游乐场,0,0.0,,,114.196,22.3215,0,0.0,马头围配水库游乐场,,香港
1231,1231,余乐里公共休憩空间Yu Lok Lane Public Rest Space,0,84.0,,,114.154,22.2888,3,0.0,余乐里公共休憩空间,YuLokLanePublicRestSpace,香港
1232,1232,翠岭里游乐场,0,0.0,,,114.262,22.3075,0,0.0,翠岭里游乐场,,香港
1233,1233,东龙洲北面灯塔Tung Lung Chau North Beacon,0,86.0,,,114.307265271,22.2613630059,4,0.0,东龙洲北面灯塔,TungLungChauNorthBeacon,香港
1234,1234,彩云道史迹径Choi Wan Road Historical Trail,0,80.0,,,114.226836801,22.3332165304,2,0.0,彩云道史迹径,ChoiWanRoadHistoricalTrail,香港
1235,1235,寮肚路公园Liaodulu Park,0,0.0,,,114.11,22.356,0,0.0,寮肚路公园,LiaoduluPark,香港
1236,1236,骏景广场Junjing Square,0,74.0,,,114.213,22.4021,1,0.0,骏景广场,JunjingSquare,香港
1237,1237,晏架街游乐场,0,0.0,,,114.176,22.3229,0,0.0,晏架街游乐场,,香港
1238,1238,高埔路游乐场,0,0.0,,,114.069,22.4435,0,0.0,高埔路游乐场,,香港
1239,1239,芬尼街休憩处Finnie Street Sitting-out Area,0,72.0,,,114.2215153935,22.2916831613,2,0.0,芬尼街休憩处,FinnieStreetSittingoutArea,香港
1240,1240,香港仔海旁道休憩处Aberdeen Praya Road Sitting-Out Area,0,80.0,,,114.1601929654,22.2519326348,0,0.0,香港仔海旁道休憩处,AberdeenPrayaRoadSittingOutArea,香港
1241,1241,桂地街花园Guide Street Garden,0,0.0,,,114.202,22.403,0,0.0,桂地街花园,GuideStreetGarden,香港
1242,1242,天乐广场Tianle Square,0,80.0,,,114.1916064762,22.2807601282,0,0.0,天乐广场,TianleSquare,香港
1243,1243,惠民路游乐场,0,0.0,,,114.286,22.3868,0,0.0,惠民路游乐场,,香港
1244,1244,荃景围网球场,0,84.0,,,114.1176789952,22.3827995892,0,0.0,荃景围网球场,,香港
1245,1245,长达路休憩处Cheung Tat Road Sitting-out Area,0,60.0,,,114.1214992631,22.3530777082,1,0.0,长达路休憩处,CheungTatRoadSittingoutArea,香港
1246,1246,皇后街休憩花园Huanghoujie Xiuqi Garden,0,84.0,,,114.159472,22.290574,4,0.0,皇后街休憩花园,HuanghoujieXiuqiGarden,香港
1247,1247,洪祥路游乐场,0,0.0,,,113.98,22.3957,0,0.0,洪祥路游乐场,,香港
1248,1248,诗歌舞街游乐场,0,0.0,,,114.174,22.3289,0,0.0,诗歌舞街游乐场,,香港
1249,1249,沙宣道休憩花园Shaxuandao Xiuqi Garden,0,40.0,,,114.142,22.2731,1,0.0,沙宣道休憩花园,ShaxuandaoXiuqiGarden,香港
1250,1250,渡船街游乐场,0,0.0,,,114.179,22.3168,0,0.0,渡船街游乐场,,香港
1251,1251,庙东街休憩处Miu Tung Street Sitting-out Area,0,80.0,,,114.2415060097,22.2837298135,0,0.0,庙东街休憩处,MiuTungStreetSittingoutArea,香港
1252,1252,新光游乐场,0,0.0,,,114.208,22.345,0,0.0,新光游乐场,,香港
1253,1253,广利道游乐场,0,0.0,,,114.172,22.343,0,0.0,广利道游乐场,,香港
1254,1254,香港道宗堂办事处,0,0.0,,,114.1802726449,22.324039197,0,0.0,香港道宗堂办事处,,香港
1255,1255,慕礼道儿童游乐场,0,0.0,,,114.192,22.334,0,0.0,慕礼道儿童游乐场,,香港
1256,1256,基督教沙头角教会Christian Shatoujiao Church,0,0.0,,,114.234,22.5583,0,0.0,基督教沙头角教会,ChristianShatoujiaoChurch,香港
1257,1257,新兴社区公园Xinxing Community Park,0,0.0,,,114.1584230591,22.5578939642,0,0.0,新兴社区公园,XinxingCommunityPark,香港
1258,1258,梅芳街儿童游乐场,0,0.0,,,114.155,22.2907,0,0.0,梅芳街儿童游乐场,,香港
1259,1259,华信街休憩处Wa Shun Street Sitting-out Area,0,74.0,,,114.2008294114,22.305383203,4,0.0,华信街休憩处,WaShunStreetSittingoutArea,香港
